timestamp,x,y,z
0,0.0,3.22,-9.83
10,-0.02,3.22,-9.85
20,-0.01,3.19,-9.9
30,0.03,3.22,-9.97
40,0.12,3.3,-10.02
50,0.1,3.17,-10.06
60,0.16,3.17,-10.06
70,0.17,3.21,-10.04
80,0.13,3.23,-10.01
90,0.12,3.26,-9.99
100,0.1,3.28,-9.95
110,0.05,3.31,-9.94
120,0.06,3.32,-9.92
130,0.09,3.31,-9.96
140,0.13,3.31,-10.03
150,0.15,3.3,-10.16
160,0.17,3.32,-10.27
170,0.17,3.34,-10.38
180,0.16,3.42,-10.39
190,0.06,3.28,-10.41
200,-0.01,3.3,-10.35
210,-0.09,3.36,-10.31
220,-0.13,3.36,-10.23
230,-0.13,3.41,-10.19
240,-0.11,3.49,-10.2
250,-0.09,3.48,-10.28
260,-0.07,3.48,-10.36
270,-0.05,3.43,-10.44
280,-0.03,3.38,-10.52
290,-0.06,3.34,-10.62
300,-0.1,3.29,-10.69
310,-0.22,3.36,-10.7
320,-0.52,3.42,-10.75
330,-1.14,3.77,-10.68
340,-2.5,4.11,-10.62
350,-4.3,4.51,-10.21
360,-6.44,5.14,-9.52
370,-8.82,5.82,-8.55
380,-11.26,6.43,-7.49
390,-13.52,6.86,-6.38
400,-15.56,6.91,-5.1
410,-16.88,6.72,-3.94
420,-17.53,6.27,-3.1
430,-17.44,5.43,-2.73
440,-16.85,4.4,-2.42
450,-15.78,3.09,-2.25
460,-14.29,1.68,-2.12
470,-12.44,0.04,-2.37
480,-10.16,-1.59,-2.97
490,-7.42,-3.0,-4.01
500,-4.01,-4.54,-5.17
510,-0.12,-5.02,-5.62
520,1.04,-4.38,-11.54
530,4.9,-5.14,-10.1
540,8.39,-5.54,-10.16
550,11.91,-6.01,-10.63
560,15.42,-6.94,-11.64
570,18.7,-7.89,-13.07
580,21.43,-8.84,-15.02
590,23.16,-9.33,-16.92
600,23.7,-9.49,-18.56
610,22.91,-9.41,-19.86
620,21.22,-8.91,-20.72
630,19.08,-8.18,-21.36
640,16.96,-7.65,-21.35
650,14.83,-7.45,-20.75
660,12.61,-7.32,-19.73
670,10.11,-7.38,-18.58
680,7.39,-7.42,-17.48
690,4.17,-7.21,-16.78
700,-0.16,-6.16,-17.36
710,-4.34,-5.02,-18.48
720,-7.13,-4.44,-11.78
730,-13.43,-2.31,-13.01
740,-19.21,-0.58,-11.94
750,-24.25,1.45,-10.44
760,-27.91,3.86,-8.6
770,-32.68,5.37,-6.19
780,-34.83,6.96,-4.27
790,-35.62,7.61,-2.89
800,-34.78,7.27,-2.14
810,-33.04,6.32,-1.77
820,-30.55,4.99,-1.92
830,-27.93,3.21,-2.47
840,-23.99,1.43,-3.22
850,-20.07,-0.51,-5.32
860,-15.56,-2.62,-4.29
870,-14.52,-2.88,-11.23
880,-9.22,-4.23,-10.41
890,-5.48,-4.95,-11.21
900,-2.35,-5.55,-12.11
910,0.51,-5.98,-12.73
920,2.87,-6.52,-13.41
930,4.96,-6.88,-14.37
940,7.02,-6.75,-15.68
950,8.72,-6.23,-17.0
960,9.78,-5.49,-18.22
970,9.97,-4.83,-19.06
980,9.76,-4.25,-19.3
990,9.22,-3.56,-19.14
1000,8.29,-2.8,-18.72
