timestamp,x,y,z
0,-2.98,2.73,-10.28
10,-2.96,2.8,-10.33
20,-2.91,2.89,-10.39
30,-2.88,3.0,-10.39
40,-2.89,3.04,-10.44
50,-2.91,3.02,-10.49
60,-2.98,3.02,-10.6
70,-3.11,3.0,-10.72
80,-3.18,3.05,-10.83
90,-3.18,3.14,-10.86
100,-3.14,3.22,-10.87
110,-3.11,3.3,-10.87
120,-3.08,3.47,-10.83
130,-3.07,3.52,-10.81
140,-3.13,3.46,-10.75
150,-3.26,3.4,-10.68
160,-3.4,3.34,-10.61
170,-3.47,3.37,-10.5
180,-3.48,3.52,-10.38
190,-3.47,3.75,-10.23
200,-3.45,3.97,-10.14
210,-3.5,4.04,-10.12
220,-3.56,4.07,-10.1
230,-3.64,3.99,-10.13
240,-3.71,3.98,-10.16
250,-3.72,4.09,-10.2
260,-3.75,4.23,-10.16
270,-3.79,4.36,-10.11
280,-3.83,4.49,-10.05
290,-3.82,4.59,-9.97
300,-3.85,4.58,-9.92
310,-3.85,4.47,-9.84
320,-3.76,4.3,-9.72
330,-3.57,4.11,-9.53
340,-3.34,4.05,-9.29
350,-3.09,4.05,-8.96
360,-2.89,3.94,-8.68
370,-2.82,3.85,-8.41
380,-2.83,3.79,-8.08
390,-2.95,3.73,-7.65
400,-3.21,3.69,-7.1
410,-3.56,3.8,-6.27
420,-4.18,3.93,-5.33
430,-5.0,4.15,-4.33
440,-5.97,4.43,-3.26
450,-7.14,4.8,-2.23
460,-8.52,5.08,-1.18
470,-9.95,5.31,-0.08
480,-11.38,5.36,0.98
490,-12.52,5.38,2.12
500,-13.23,5.32,3.32
510,-13.56,5.14,4.25
520,-13.63,4.78,4.71
530,-13.38,4.37,4.49
540,-12.95,3.93,3.87
550,-12.35,3.35,2.8
560,-11.59,2.66,1.63
570,-10.61,1.81,0.47
580,-9.36,1.02,-0.86
590,-7.88,0.24,-2.52
600,-6.2,-0.48,-4.41
610,-4.46,-1.0,-6.29
620,-2.71,-1.54,-8.05
630,-0.86,-2.14,-9.75
640,1.14,-2.85,-11.52
650,3.36,-3.78,-13.71
660,5.64,-4.64,-16.32
670,7.94,-5.31,-19.11
680,10.12,-5.77,-21.71
690,11.77,-5.94,-23.86
700,12.86,-5.88,-25.2
710,13.35,-5.66,-25.46
720,13.16,-5.42,-24.83
730,12.36,-5.05,-23.48
740,11.14,-4.7,-21.57
750,9.7,-4.29,-19.42
760,8.09,-3.99,-17.21
770,6.41,-3.94,-15.2
780,4.61,-3.89,-13.53
790,2.77,-3.78,-12.22
800,0.95,-3.59,-11.29
810,-0.88,-3.23,-11.0
820,-2.86,-2.42,-10.26
830,-5.26,-1.59,-9.57
840,-8.07,-0.69,-8.93
850,-10.97,0.23,-7.86
860,-13.14,1.26,-6.26
870,-15.61,2.39,-5.97
880,-17.25,3.39,-5.31
890,-15.98,4.13,-0.9
900,-18.26,4.68,-2.6
910,-17.29,4.99,-3.62
920,-16.85,4.79,-4.15
930,-15.64,4.78,-5.29
940,-15.35,4.87,-6.15
950,-15.48,5.04,-6.69
960,-15.9,5.19,-6.69
970,-16.36,5.2,-6.17
980,-16.52,4.92,-5.49
990,-16.12,4.27,-4.81
1000,-15.21,3.19,-4.42
