timestamp,x,y,z
0,-0.91,1.78,-12.36
10,-0.79,1.93,-12.46
20,-0.68,2.06,-12.53
30,-0.59,2.18,-12.58
40,-0.49,2.28,-12.56
50,-0.46,2.42,-12.56
60,-0.45,2.53,-12.46
70,-0.52,2.55,-12.28
80,-0.61,2.64,-12.05
90,-0.71,2.79,-11.81
100,-0.82,2.99,-11.57
110,-1.01,3.07,-11.29
120,-1.19,3.17,-10.99
130,-1.46,3.26,-10.76
140,-1.67,3.33,-10.56
150,-1.79,3.38,-10.36
160,-1.89,3.45,-10.24
170,-1.91,3.56,-10.14
180,-1.87,3.65,-10.09
190,-1.91,3.64,-10.15
200,-1.97,3.54,-10.35
210,-2.05,3.34,-10.62
220,-2.04,3.13,-11.0
230,-1.94,3.08,-11.49
240,-1.74,3.13,-11.94
250,-1.54,3.23,-12.25
260,-1.41,3.28,-12.39
270,-1.41,3.2,-12.33
280,-1.5,3.02,-12.07
290,-1.7,2.71,-11.48
300,-1.9,2.42,-10.95
310,-2.0,2.11,-10.39
320,-1.98,1.96,-9.95
330,-1.87,1.88,-9.54
340,-1.69,1.8,-9.06
350,-1.53,1.7,-8.46
360,-1.36,1.6,-7.73
370,-1.27,1.48,-6.88
380,-1.42,1.3,-5.86
390,-1.88,1.14,-4.78
400,-2.63,1.01,-3.62
410,-3.68,0.91,-2.39
420,-4.84,1.09,-1.1
430,-6.17,1.38,0.27
440,-7.85,1.64,1.87
450,-9.68,1.91,3.05
460,-11.82,2.0,4.24
470,-13.99,2.1,5.03
480,-15.75,2.56,5.27
490,-17.4,3.12,4.92
500,-18.59,3.58,4.04
510,-19.5,3.79,3.05
520,-19.67,3.77,1.84
530,-19.14,3.42,0.82
540,-17.98,2.66,-0.21
550,-16.38,1.37,-1.29
560,-14.36,-0.01,-2.63
570,-12.01,-1.37,-4.01
580,-9.41,-2.62,-5.55
590,-6.45,-3.66,-7.25
600,-2.97,-4.76,-9.21
610,1.3,-6.26,-11.36
620,6.29,-8.09,-13.73
630,11.39,-10.02,-16.42
640,15.79,-11.09,-19.22
650,19.1,-11.2,-21.97
660,20.98,-10.64,-24.2
670,21.65,-9.49,-25.5
680,21.24,-8.37,-25.5
690,19.81,-7.41,-24.5
700,17.7,-6.81,-22.76
710,15.41,-6.35,-20.42
720,12.89,-5.81,-17.81
730,10.29,-5.12,-15.24
740,7.81,-4.42,-12.75
750,5.58,-3.63,-10.72
760,3.46,-2.81,-9.68
770,1.64,-1.97,-8.93
780,-0.32,-1.28,-9.26
790,-2.3,-0.92,-9.59
800,-4.19,-0.5,-10.27
810,-6.18,0.06,-10.91
820,-7.81,0.42,-11.67
830,-9.91,-0.77,-10.29
840,-9.46,0.31,-7.75
850,-11.96,0.41,-7.88
860,-13.82,0.69,-7.4
870,-15.79,1.28,-6.79
880,-17.59,1.96,-6.38
890,-19.32,2.4,-6.23
900,-20.23,2.41,-6.69
910,-20.96,2.72,-7.22
920,-21.15,2.89,-7.55
930,-21.43,2.82,-7.4
940,-20.89,2.86,-7.05
950,-19.91,2.72,-6.29
960,-18.35,2.25,-5.73
970,-16.38,1.6,-5.28
980,-14.24,0.83,-5.0
990,-12.26,-0.01,-4.86
1000,-10.33,-0.63,-5.03
