timestamp,x,y,z
0,-2.5,4.14,-8.47
10,-2.55,4.05,-8.83
20,-2.56,3.83,-9.19
30,-2.63,3.57,-9.55
40,-2.75,3.32,-9.81
50,-2.91,3.22,-9.93
60,-3.08,3.43,-9.96
70,-3.4,3.66,-9.84
80,-3.8,3.77,-9.59
90,-4.32,3.89,-9.2
100,-4.83,3.99,-8.75
110,-5.27,4.08,-8.22
120,-5.77,4.2,-7.57
130,-6.28,4.31,-6.89
140,-6.82,4.58,-6.19
150,-7.28,4.7,-5.52
160,-7.69,4.94,-4.89
170,-8.13,5.16,-4.27
180,-8.65,5.27,-3.62
190,-9.24,5.32,-3.0
200,-9.9,5.34,-2.38
210,-10.52,5.33,-1.65
220,-11.03,5.36,-0.84
230,-11.41,5.37,-0.06
240,-11.75,5.26,0.71
250,-11.97,5.0,1.35
260,-12.17,4.68,1.8
270,-12.28,4.14,2.09
280,-12.07,3.45,2.21
290,-11.64,2.69,2.14
300,-10.86,1.8,1.62
310,-9.76,0.99,0.81
320,-8.47,0.14,-0.34
330,-7.05,-0.72,-1.62
340,-5.59,-1.5,-3.17
350,-4.25,-2.08,-5.05
360,-3.07,-2.52,-7.36
370,-1.8,-2.93,-10.08
380,0.2,-3.28,-12.69
390,3.09,-3.87,-15.11
400,6.65,-4.89,-17.65
410,10.64,-5.91,-20.82
420,14.37,-7.0,-24.17
430,17.19,-8.1,-27.19
440,19.03,-8.75,-29.48
450,19.69,-8.68,-30.66
460,19.07,-8.48,-30.4
470,17.32,-8.0,-28.62
480,14.43,-7.4,-25.53
490,11.61,-7.03,-22.55
500,8.21,-6.55,-18.9
510,5.48,-6.26,-16.27
520,2.37,-5.69,-13.9
530,-0.77,-4.94,-12.21
540,-4.31,-4.11,-10.88
550,-7.87,-3.36,-9.17
560,-11.41,-2.46,-7.45
570,-15.45,-1.47,-6.96
580,-17.59,-0.14,-6.28
590,-21.19,1.21,-7.15
600,-22.62,1.99,0.38
610,-22.53,3.47,-0.98
620,-23.16,4.3,-0.64
630,-23.17,4.78,-0.46
640,-22.96,5.07,-0.19
650,-22.7,5.15,-0.05
660,-22.74,4.93,0.08
670,-22.61,4.56,-0.19
680,-21.92,4.23,-0.9
690,-20.62,3.77,-1.87
700,-18.91,3.16,-2.65
710,-16.96,2.53,-3.22
720,-15.03,1.58,-3.66
730,-12.97,0.78,-4.13
740,-11.2,-0.12,-4.52
750,-9.6,-0.8,-5.04
760,-8.12,-1.58,-5.08
770,-6.18,-2.29,-4.81
780,-6.67,-2.11,-11.69
790,-5.06,-2.72,-10.41
800,-3.74,-3.04,-10.75
810,-2.61,-3.24,-11.59
820,-1.64,-3.22,-12.53
830,-0.85,-3.14,-13.41
840,-0.34,-3.07,-14.54
850,0.09,-2.94,-15.68
860,0.66,-2.77,-16.49
870,1.38,-2.67,-16.88
880,2.12,-2.6,-16.87
890,2.67,-2.54,-16.59
900,3.01,-2.41,-16.29
910,3.13,-2.11,-16.04
920,3.0,-1.65,-15.75
930,2.59,-1.16,-15.34
940,2.01,-0.66,-14.77
950,1.4,-0.17,-14.09
960,0.91,0.29,-13.42
970,0.56,0.69,-12.76
980,0.25,0.93,-12.05
990,-0.09,1.09,-11.25
1000,-0.36,1.22,-10.63
