timestamp,x,y,z
0,-2.43,3.44,-9.6
10,-2.47,3.84,-9.3
20,-2.63,4.13,-9.01
30,-2.82,4.15,-8.61
40,-3.06,4.03,-8.22
50,-3.17,3.86,-7.78
60,-3.16,3.64,-7.35
70,-2.97,3.64,-7.05
80,-2.71,3.84,-6.87
90,-2.49,4.11,-6.84
100,-2.43,4.23,-6.84
110,-2.66,4.19,-6.76
120,-3.01,4.01,-6.65
130,-3.27,3.76,-6.53
140,-3.35,3.57,-6.47
150,-3.26,3.54,-6.48
160,-3.07,3.55,-6.62
170,-2.8,3.65,-6.8
180,-2.48,3.95,-7.01
190,-2.24,4.2,-7.18
200,-2.1,4.28,-7.19
210,-2.16,4.26,-7.16
220,-2.27,4.28,-7.04
230,-2.33,4.43,-6.88
240,-2.29,4.61,-6.8
250,-2.16,4.93,-6.92
260,-1.92,5.22,-7.16
270,-1.64,5.48,-7.58
280,-1.33,5.65,-8.03
290,-1.04,5.66,-8.42
300,-0.75,5.55,-8.62
310,-0.51,5.49,-8.75
320,-0.29,5.53,-8.73
330,-0.06,5.69,-8.65
340,0.08,5.84,-8.52
350,-0.04,5.95,-8.34
360,-0.51,6.09,-8.12
370,-1.44,6.07,-7.82
380,-2.92,6.36,-7.31
390,-4.9,7.03,-6.46
400,-7.31,7.47,-5.35
410,-9.6,7.47,-4.1
420,-11.86,7.16,-3.0
430,-14.14,6.63,-2.26
440,-16.35,5.86,-1.8
450,-18.05,5.11,-1.47
460,-18.93,4.63,-1.52
470,-18.89,3.74,-2.17
480,-17.9,2.49,-3.11
490,-16.63,1.09,-4.25
500,-14.89,-0.4,-5.49
510,-12.66,-1.77,-5.94
520,-10.6,-2.6,-8.03
530,-8.3,-3.36,-8.34
540,-5.88,-4.08,-8.88
550,-3.35,-4.69,-9.47
560,-0.54,-5.54,-10.04
570,2.96,-6.86,-10.75
580,7.07,-8.77,-11.88
590,11.59,-11.07,-13.84
600,16.26,-13.08,-16.72
610,20.59,-13.92,-19.95
620,23.8,-13.65,-22.54
630,25.29,-13.0,-23.41
640,24.94,-11.93,-22.75
650,22.88,-10.68,-20.86
660,19.86,-9.5,-18.44
670,16.46,-8.6,-16.13
680,13.18,-7.79,-14.22
690,10.01,-7.14,-12.89
700,7.11,-6.6,-12.41
710,4.74,-5.91,-12.56
720,2.69,-5.38,-13.2
730,0.11,-4.65,-12.66
740,-3.5,-3.63,-13.11
750,-7.7,-2.49,-11.81
760,-11.88,-1.15,-10.48
770,-16.86,0.05,-12.79
780,-17.33,0.15,-6.24
790,-22.66,1.38,-8.54
800,-25.08,2.73,-8.93
810,-26.47,4.15,-8.53
820,-27.49,5.45,-7.63
830,-27.88,6.61,-6.77
840,-27.64,7.33,-5.97
850,-26.9,7.28,-5.13
860,-25.51,6.66,-4.45
870,-23.93,5.65,-3.88
880,-21.69,4.32,-3.54
890,-18.73,2.76,-3.66
900,-16.34,1.04,-3.96
910,-13.51,-0.42,-5.59
920,-10.53,-1.65,-6.12
930,-7.8,-2.88,-7.37
940,-6.19,-3.34,-11.86
950,-2.95,-3.81,-11.64
960,-0.71,-3.88,-12.62
970,0.94,-3.96,-13.54
980,2.67,-4.75,-11.03
990,2.2,-4.18,-16.73
1000,2.41,-4.34,-16.27
