timestamp,x,y,z
0,-1.16,2.18,-10.06
10,-0.97,2.2,-10.15
20,-0.8,2.21,-10.17
30,-0.63,2.18,-10.18
40,-0.48,2.19,-10.17
50,-0.39,2.26,-10.17
60,-0.29,2.41,-10.2
70,-0.23,2.47,-10.26
80,-0.11,2.49,-10.43
90,-0.02,2.43,-10.7
100,0.07,2.36,-10.96
110,0.2,2.32,-11.15
120,0.31,2.31,-11.31
130,0.32,2.32,-11.42
140,0.29,2.37,-11.54
150,0.28,2.44,-11.58
160,0.25,2.47,-11.56
170,0.23,2.47,-11.42
180,0.01,2.42,-11.15
190,-0.32,2.38,-10.75
200,-0.7,2.35,-10.03
210,-1.1,2.29,-9.0
220,-1.75,2.26,-7.46
230,-2.31,2.01,-5.44
240,-2.7,1.59,-3.44
250,-3.15,1.24,-2.12
260,-3.38,1.14,-0.87
270,-3.66,1.25,-0.34
280,-4.23,1.04,0.01
290,-4.9,0.69,1.4
300,-6.0,0.23,2.37
310,-7.14,-0.41,3.24
320,-8.14,-1.01,3.96
330,-8.77,-1.67,4.29
340,-8.7,-2.71,3.98
350,-8.15,-4.26,2.73
360,-7.27,-6.14,0.26
370,-5.88,-8.35,-3.42
380,-3.75,-9.59,-8.54
390,-1.57,-10.51,-12.94
400,0.29,-10.66,-17.68
410,0.84,-10.43,-23.81
420,2.41,-10.02,-26.11
430,2.82,-9.48,-28.63
440,3.02,-8.94,-30.56
450,3.21,-7.84,-31.81
460,3.26,-6.47,-32.46
470,3.2,-4.95,-32.11
480,3.05,-3.18,-30.86
490,2.41,-1.61,-29.16
500,1.33,-0.27,-27.17
510,-0.25,0.72,-25.18
520,-2.02,1.38,-23.46
530,-3.58,1.87,-21.94
540,-4.81,2.16,-20.46
550,-5.57,2.06,-18.8
560,-5.68,1.77,-17.07
570,-5.28,1.33,-15.33
580,-4.44,0.67,-13.76
590,-3.54,-0.09,-12.39
600,-2.63,-0.79,-11.22
610,-1.85,-1.49,-10.13
620,-1.25,-2.16,-9.12
630,-0.72,-2.64,-8.17
640,0.17,-3.18,-6.81
650,0.85,-3.42,-6.01
660,1.54,-3.58,-5.22
670,2.26,-3.74,-4.57
680,3.09,-3.89,-3.96
690,3.84,-3.84,-3.48
700,4.44,-3.62,-3.24
710,4.95,-3.43,-3.21
720,5.53,-3.24,-3.08
730,5.89,-2.92,-3.64
740,6.16,-2.49,-4.17
750,6.16,-2.22,-4.6
760,6.71,-1.31,-4.35
770,6.03,-1.41,-5.12
780,5.79,-1.23,-4.85
790,5.47,-0.72,-4.9
800,5.07,-0.19,-5.12
810,4.59,0.37,-5.5
820,4.0,0.9,-5.91
830,3.39,1.34,-6.43
840,2.96,1.85,-6.94
850,2.68,2.28,-7.35
860,2.55,2.59,-7.74
870,2.55,2.84,-8.19
880,2.45,3.09,-8.62
890,2.24,3.15,-9.27
900,1.96,3.26,-10.02
910,1.77,3.34,-10.63
920,1.66,3.34,-11.08
930,1.69,3.32,-11.27
940,1.86,3.18,-11.23
950,2.17,2.97,-10.97
960,2.61,2.75,-10.65
970,2.99,2.55,-10.43
980,3.21,2.39,-10.41
990,3.32,2.3,-10.51
1000,3.26,2.28,-10.67
