timestamp,x,y,z
0,-5.93,3.98,-7.36
10,-5.88,3.99,-7.32
20,-5.84,4.0,-7.24
30,-5.86,3.99,-7.15
40,-5.87,4.0,-7.13
50,-5.82,4.05,-7.17
60,-5.75,4.08,-7.21
70,-5.71,4.07,-7.27
80,-5.69,4.06,-7.32
90,-5.69,4.06,-7.42
100,-5.71,4.04,-7.46
110,-5.71,4.04,-7.46
120,-5.73,4.07,-7.42
130,-5.76,4.12,-7.38
140,-5.79,4.16,-7.33
150,-5.83,4.21,-7.28
160,-5.83,4.25,-7.27
170,-5.83,4.24,-7.3
180,-5.82,4.22,-7.29
190,-5.77,4.24,-7.24
200,-5.7,4.27,-7.23
210,-5.6,4.3,-7.22
220,-5.57,4.29,-7.21
230,-5.53,4.29,-7.15
240,-5.47,4.23,-7.03
250,-5.45,4.1,-6.91
260,-5.37,3.94,-6.7
270,-5.21,3.77,-6.45
280,-5.0,3.48,-6.13
290,-4.7,2.99,-5.63
300,-4.28,2.34,-4.97
310,-3.8,1.44,-3.96
320,-2.94,0.3,-2.53
330,-1.95,-0.3,-1.19
340,-0.78,-0.72,0.33
350,0.23,-1.1,2.0
360,0.98,-1.57,3.8
370,1.31,-1.99,5.22
380,1.04,-2.47,5.83
390,0.05,-2.98,5.45
400,-1.2,-3.38,4.16
410,-2.68,-4.37,2.05
420,-3.8,-4.53,-0.49
430,-4.75,-4.44,-3.08
440,-5.65,-4.49,-5.48
450,-6.42,-4.42,-7.43
460,-7.21,-4.07,-8.96
470,-8.17,-3.58,-10.09
480,-9.25,-2.6,-10.84
490,-10.69,-2.26,-11.37
500,-11.96,-1.59,-12.12
510,-13.21,-0.95,-12.49
520,-14.01,-0.27,-13.4
530,-14.95,-0.53,-13.83
540,-15.82,-0.06,-15.05
550,-16.29,0.24,-16.24
560,-16.71,0.53,-17.51
570,-17.1,1.19,-18.52
580,-17.55,1.93,-19.13
590,-18.0,2.57,-19.18
600,-18.3,3.38,-18.65
610,-18.62,3.83,-17.45
620,-18.66,3.83,-15.86
630,-18.29,3.41,-14.08
640,-17.66,2.66,-12.57
650,-16.94,2.0,-11.59
660,-16.48,1.27,-11.0
670,-16.21,0.5,-10.54
680,-16.12,-0.13,-10.06
690,-16.01,-0.49,-9.59
700,-15.68,-0.92,-9.15
710,-14.98,-1.31,-8.81
720,-13.79,-1.84,-8.4
730,-12.21,-2.43,-7.89
740,-10.61,-3.01,-7.48
750,-9.06,-3.65,-7.12
760,-7.87,-4.33,-6.99
770,-6.66,-4.36,-7.1
780,-5.18,-3.89,-7.13
790,-3.8,-3.4,-7.17
800,-2.34,-2.87,-7.06
810,-0.77,-2.37,-6.74
820,0.57,-2.09,-6.51
830,1.79,-1.88,-6.48
840,2.87,-1.67,-6.56
850,3.69,-1.45,-6.7
860,4.23,-1.12,-6.8
870,4.53,-0.85,-6.81
880,4.56,-0.59,-6.66
890,4.24,-0.37,-6.48
900,3.62,-0.01,-6.4
910,2.78,0.41,-6.4
920,1.78,0.83,-6.46
930,0.65,1.34,-6.54
940,-0.48,1.85,-6.53
950,-1.51,2.3,-6.41
960,-2.51,2.64,-6.15
970,-3.36,2.9,-5.81
980,-4.05,3.13,-5.49
990,-4.61,3.26,-5.24
1000,-5.15,3.43,-5.09
