timestamp,x,y,z
0,-0.05,3.54,-10.17
10,0.0,3.56,-10.22
20,0.09,3.52,-10.28
30,0.15,3.45,-10.38
40,0.25,3.43,-10.45
50,0.45,3.56,-10.47
60,0.64,3.74,-10.46
70,0.78,3.98,-10.5
80,0.96,4.13,-10.69
90,1.07,4.23,-10.99
100,1.11,4.14,-11.26
110,1.17,3.98,-11.46
120,1.22,3.84,-11.52
130,1.3,3.87,-11.57
140,1.35,3.94,-11.56
150,1.34,4.06,-11.09
160,1.03,4.1,-11.29
170,0.59,4.03,-11.35
180,0.17,4.02,-11.28
190,-0.11,4.1,-10.94
200,-0.35,4.15,-10.47
210,-0.51,4.16,-9.97
220,-0.66,4.11,-9.43
230,-0.81,3.98,-8.81
240,-0.97,3.78,-8.14
250,-1.2,3.5,-7.36
260,-1.61,3.17,-6.49
270,-2.15,2.92,-5.35
280,-2.8,2.43,-4.09
290,-3.46,1.85,-2.71
300,-4.17,1.15,-1.18
310,-5.18,0.22,0.59
320,-6.29,-0.6,2.47
330,-7.44,-1.23,4.17
340,-8.65,-1.48,5.38
350,-9.64,-1.38,5.91
360,-10.38,-1.09,5.85
370,-10.82,-1.12,5.29
380,-11.01,-1.76,3.93
390,-10.62,-2.91,2.17
400,-9.7,-4.29,0.24
410,-8.28,-5.73,-2.0
420,-7.14,-7.07,-6.13
430,-4.84,-8.01,-8.21
440,-2.75,-8.03,-10.3
450,-1.02,-7.45,-12.2
460,0.06,-6.47,-14.02
470,0.17,-5.42,-16.09
480,-0.06,-5.38,-17.79
490,-0.49,-5.56,-19.35
500,-0.91,-5.22,-21.34
510,-0.91,-4.19,-23.44
520,-0.49,-3.0,-25.27
530,-0.07,-2.02,-26.9
540,0.37,-1.15,-28.37
550,0.71,-0.15,-29.4
560,0.61,0.74,-29.79
570,0.17,1.53,-29.61
580,-0.55,2.37,-28.73
590,-1.72,3.11,-27.37
600,-3.23,3.65,-25.85
610,-4.92,3.91,-24.44
620,-6.42,3.96,-23.13
630,-7.44,3.78,-21.94
640,-7.91,3.4,-20.82
650,-8.0,2.68,-19.66
660,-7.92,1.86,-18.49
670,-7.55,1.01,-17.36
680,-6.85,0.31,-16.26
690,-6.05,-0.29,-15.08
700,-5.33,-0.91,-13.85
710,-4.61,-1.49,-12.48
720,-3.97,-2.0,-10.99
730,-3.38,-2.48,-9.61
740,-2.65,-2.71,-8.14
750,-1.9,-2.88,-6.79
760,-1.1,-3.05,-5.85
770,-0.1,-2.94,-5.32
780,0.96,-2.71,-4.96
790,1.97,-2.5,-4.76
800,2.85,-2.23,-4.53
810,3.62,-1.93,-4.31
820,4.28,-1.64,-4.02
830,4.7,-1.44,-3.82
840,4.91,-1.28,-3.72
850,5.04,-0.94,-3.68
860,4.99,-0.55,-3.76
870,4.81,-0.07,-4.0
880,4.49,0.47,-4.39
890,4.15,1.04,-4.87
900,3.72,1.54,-5.25
910,3.21,1.89,-5.62
920,2.71,2.15,-5.88
930,2.24,2.38,-6.07
940,1.83,2.6,-6.2
950,1.52,2.86,-6.43
960,1.26,3.12,-6.66
970,1.06,3.37,-6.93
980,0.84,3.49,-7.25
990,0.64,3.62,-7.65
1000,0.51,3.87,-8.06
