timestamp,x,y,z
0,-2.61,5.0,-9.02
10,-2.7,5.06,-9.03
20,-2.81,5.2,-9.04
30,-2.92,5.31,-9.07
40,-3.02,5.35,-9.04
50,-3.06,5.35,-8.94
60,-3.03,5.31,-8.82
70,-2.99,5.17,-8.71
80,-2.87,5.05,-8.58
90,-2.7,5.05,-8.47
100,-2.59,5.1,-8.46
110,-2.5,5.2,-8.44
120,-2.46,5.31,-8.4
130,-2.54,5.27,-8.43
140,-2.6,5.16,-8.44
150,-2.62,5.07,-8.49
160,-2.61,4.93,-8.55
170,-2.59,4.91,-8.57
180,-2.48,4.95,-8.62
190,-2.33,5.04,-8.54
200,-2.19,5.11,-8.49
210,-2.09,5.09,-8.45
220,-2.04,5.0,-8.34
230,-2.04,4.9,-8.13
240,-2.06,4.84,-7.88
250,-2.21,4.87,-7.54
260,-2.33,4.87,-7.02
270,-2.41,4.89,-6.47
280,-2.41,4.81,-5.93
290,-2.32,4.74,-5.38
300,-2.14,4.68,-4.88
310,-1.98,4.62,-4.45
320,-1.85,4.46,-3.89
330,-1.82,4.15,-3.26
340,-1.91,3.61,-2.36
350,-1.83,2.95,-0.89
360,-1.97,1.81,0.92
370,-2.2,0.47,2.85
380,-2.44,-0.57,4.97
390,-2.85,-1.45,7.29
400,-3.44,-2.17,9.53
410,-4.55,-3.54,10.98
420,-5.78,-5.08,10.9
430,-6.63,-5.94,9.7
440,-7.21,-6.58,7.51
450,-7.76,-7.37,4.33
460,-8.06,-8.34,0.38
470,-8.13,-9.31,-4.29
480,-7.81,-9.56,-9.37
490,-7.39,-9.68,-14.02
500,-7.15,-8.97,-18.29
510,-7.06,-7.88,-21.14
520,-7.31,-6.81,-22.4
530,-7.98,-5.63,-23.16
540,-8.55,-4.26,-23.59
550,-8.92,-3.19,-23.51
560,-9.11,-2.44,-23.48
570,-8.83,-1.55,-23.62
580,-8.31,-0.98,-23.58
590,-7.7,-0.62,-23.38
600,-7.14,-0.02,-23.14
610,-6.73,0.63,-22.64
620,-6.58,1.18,-21.89
630,-6.55,1.81,-21.09
640,-6.72,2.39,-20.17
650,-7.03,2.86,-19.13
660,-7.33,3.12,-18.06
670,-7.71,3.25,-17.21
680,-8.16,3.25,-16.58
690,-8.76,3.12,-16.35
700,-9.45,3.03,-16.46
710,-9.97,2.97,-16.77
720,-10.36,2.63,-17.11
730,-10.47,2.11,-17.32
740,-10.42,1.42,-17.31
750,-10.15,0.67,-17.16
760,-9.52,0.18,-16.75
770,-8.75,-0.31,-16.09
780,-7.93,-0.75,-15.24
790,-7.07,-1.19,-14.25
800,-6.17,-1.57,-13.15
810,-5.3,-1.91,-12.08
820,-4.49,-2.22,-10.97
830,-3.64,-2.34,-9.87
840,-2.76,-2.24,-8.76
850,-2.0,-2.26,-7.67
860,-1.28,-2.1,-6.75
870,-0.73,-1.86,-5.73
880,0.01,-1.66,-4.92
890,0.59,-1.41,-4.24
900,1.02,-1.07,-3.72
910,1.26,-0.67,-3.3
920,1.42,-0.39,-2.96
930,1.36,0.03,-2.85
940,1.21,0.32,-2.72
950,0.98,0.75,-2.84
960,0.67,1.16,-3.06
970,0.44,1.5,-3.27
980,0.36,1.85,-3.65
990,0.07,2.19,-3.76
1000,0.02,2.46,-3.96
