timestamp,x,y,z
0,-0.54,3.13,-10.17
10,-0.48,3.11,-10.18
20,-0.41,3.12,-10.16
30,-0.38,3.07,-10.14
40,-0.32,2.99,-10.16
50,-0.27,2.96,-10.23
60,-0.22,2.96,-10.35
70,-0.18,2.98,-10.51
80,-0.19,3.02,-10.69
90,-0.27,3.03,-10.88
100,-0.38,3.11,-11.02
110,-0.48,3.28,-11.13
120,-0.62,3.47,-11.25
130,-0.83,3.63,-11.32
140,-1.04,3.77,-11.36
150,-1.27,3.94,-11.44
160,-1.59,4.01,-11.5
170,-1.92,4.1,-11.53
180,-2.27,4.18,-11.52
190,-2.62,4.29,-11.51
200,-2.99,4.48,-11.4
210,-3.44,4.61,-11.31
220,-3.92,4.75,-11.08
230,-4.44,4.81,-10.77
240,-4.92,4.85,-10.3
250,-5.33,4.77,-9.8
260,-5.62,4.68,-9.23
270,-5.79,4.58,-8.71
280,-5.86,4.48,-8.18
290,-5.79,4.39,-7.72
300,-5.67,4.26,-7.24
310,-5.51,4.07,-6.81
320,-5.22,3.86,-6.53
330,-4.92,3.64,-6.23
340,-4.59,3.44,-5.97
350,-4.17,3.25,-5.73
360,-3.73,3.05,-5.55
370,-3.32,2.86,-5.43
380,-2.91,2.63,-5.37
390,-2.48,2.46,-5.33
400,-2.12,2.28,-5.26
410,-1.77,2.04,-5.21
420,-1.47,1.88,-5.12
430,-1.23,1.86,-5.12
440,-1.07,1.71,-5.12
450,-0.91,1.64,-5.12
460,-0.79,1.62,-5.17
470,-0.72,1.55,-5.29
480,-0.64,1.54,-5.52
490,-0.5,1.5,-5.78
500,-0.32,1.52,-6.04
510,-0.15,1.54,-6.33
520,0.03,1.52,-6.57
530,0.23,1.5,-6.8
540,0.36,1.31,-7.0
550,0.45,1.23,-7.19
560,0.49,1.04,-7.46
570,0.5,0.86,-7.83
580,0.56,0.78,-8.31
590,0.71,0.74,-8.83
600,0.85,0.76,-9.39
610,1.08,0.79,-9.74
620,1.25,0.81,-9.95
630,1.33,0.73,-10.03
640,1.27,0.62,-10.13
650,1.17,0.43,-10.33
660,1.09,0.22,-10.57
670,1.09,0.12,-10.88
680,1.21,0.17,-11.29
690,1.31,0.28,-11.68
700,1.31,0.33,-11.98
710,1.26,0.31,-12.19
720,1.14,0.29,-12.53
730,0.96,0.23,-12.82
740,0.73,0.06,-13.04
750,0.54,-0.12,-13.07
760,0.38,-0.37,-13.0
770,0.38,-0.4,-12.95
780,0.52,-0.19,-13.07
790,0.62,-0.0,-13.28
800,0.59,0.06,-13.69
810,0.4,-0.04,-14.12
820,0.04,-0.38,-14.54
830,-0.27,-0.6,-15.05
840,-0.56,-0.62,-15.78
850,-0.8,-0.33,-16.66
860,-1.03,-0.05,-17.56
870,-1.37,0.13,-18.28
880,-1.91,0.2,-18.78
890,-2.5,0.18,-19.13
900,-3.04,0.3,-19.17
910,-3.37,0.53,-19.0
920,-3.76,0.85,-18.71
930,-4.2,1.19,-18.34
940,-4.59,1.46,-17.91
950,-5.05,1.58,-17.43
960,-5.69,1.67,-16.93
970,-6.25,1.76,-16.48
980,-6.75,1.89,-15.84
990,-7.08,2.0,-15.1
1000,-7.31,1.99,-14.33
