timestamp,x,y,z
0,-1.99,1.41,-10.08
10,-1.92,1.45,-10.09
20,-1.92,1.47,-10.1
30,-2.05,1.49,-9.98
40,-2.07,1.57,-9.85
50,-1.96,1.67,-9.83
60,-2.05,1.76,-9.97
70,-2.09,1.88,-10.34
80,-2.17,1.96,-10.66
90,-2.62,2.0,-10.81
100,-3.1,2.01,-10.82
110,-3.38,1.94,-10.54
120,-3.69,1.84,-10.09
130,-4.16,1.73,-9.96
140,-5.2,1.73,-10.16
150,-7.03,1.69,-10.09
160,-9.02,1.6,-9.65
170,-11.71,1.24,-8.71
180,-10.89,1.06,-8.59
190,-9.01,0.86,-8.98
200,-7.52,0.58,-9.01
210,-6.63,0.14,-8.17
220,-8.67,-0.45,-6.94
230,-9.98,-0.85,-6.11
240,-9.89,-0.91,-5.77
250,-8.28,-1.02,-5.8
260,-6.26,-1.44,-5.46
270,-5.05,-2.15,-4.5
280,-3.85,-2.77,-2.59
290,-1.84,-3.58,-0.28
300,0.1,-3.82,0.83
310,2.41,-4.05,1.31
320,4.77,-4.26,1.38
330,6.33,-4.53,1.42
340,7.07,-4.54,0.77
350,6.86,-4.47,-0.8
360,5.66,-4.23,-2.08
370,6.02,-3.44,-6.21
380,7.19,-3.09,-8.51
390,8.96,-3.65,-8.16
400,11.69,-4.3,-7.85
410,14.14,-4.78,-8.88
420,15.8,-5.01,-11.27
430,16.47,-5.06,-14.55
440,17.13,-4.89,-18.67
450,16.25,-4.6,-22.22
460,15.66,-4.7,-24.63
470,15.04,-5.03,-26.43
480,16.69,-5.28,-29.37
490,15.03,-5.54,-32.84
500,8.8,-6.02,-35.37
510,1.44,-6.2,-37.49
520,-5.71,-6.23,-39.83
530,-12.87,-5.95,-40.79
540,-15.55,-6.41,-39.36
550,-17.27,-6.75,-36.96
560,-17.6,-7.59,-32.65
570,-16.66,-8.3,-28.33
580,-19.16,-8.79,-25.34
590,-19.38,-8.98,-23.62
600,-19.04,-9.39,-21.74
610,-17.91,-9.67,-19.44
620,-16.31,-9.87,-15.78
630,-15.51,-10.05,-11.84
640,-13.77,-9.89,-8.83
650,-13.54,-9.35,-6.95
660,-12.62,-8.62,-5.45
670,-11.91,-7.84,-3.72
680,-10.95,-7.31,-2.74
690,-8.08,-6.56,-1.69
700,-6.08,-5.9,-1.07
710,-3.78,-5.14,-0.54
720,-2.57,-4.63,0.2
730,-1.54,-4.04,-0.15
740,-0.66,-2.96,-1.71
750,-0.11,-2.03,-2.27
760,0.75,-1.99,-1.2
770,0.39,-1.88,-0.74
780,0.06,-0.83,-1.92
790,-0.14,-0.07,-2.6
800,-0.57,0.21,-2.11
810,-0.76,0.36,-1.5
820,-0.74,0.52,-1.51
830,-0.04,0.8,-2.19
840,0.54,1.33,-3.42
850,0.93,1.84,-4.31
860,1.1,2.28,-4.85
870,1.66,2.77,-5.63
880,2.32,3.2,-6.66
890,2.69,3.51,-7.72
900,2.34,3.67,-8.4
910,1.54,3.83,-9.19
920,1.15,3.99,-10.26
930,0.88,4.24,-11.82
940,0.55,4.49,-12.85
950,0.72,4.5,-12.86
960,1.38,4.51,-12.62
970,2.32,4.49,-12.56
980,2.83,4.54,-12.39
990,2.88,4.47,-11.89
1000,2.58,4.27,-11.02
