timestamp,x,y,z
0,-0.56,3.79,-9.82
10,-0.81,3.83,-9.84
20,-1.02,3.86,-9.92
30,-1.2,3.86,-9.95
40,-1.43,4.02,-9.95
50,-1.69,4.08,-9.96
60,-1.98,4.14,-9.87
70,-2.15,4.25,-9.73
80,-2.43,4.28,-9.62
90,-2.67,4.33,-9.45
100,-2.99,4.36,-9.27
110,-3.3,4.42,-9.04
120,-3.61,4.5,-8.8
130,-3.97,4.44,-8.61
140,-4.24,4.5,-8.35
150,-4.43,4.52,-8.12
160,-4.54,4.53,-7.91
170,-4.62,4.52,-7.64
180,-4.66,4.44,-7.45
190,-4.66,4.33,-7.26
200,-4.63,4.15,-7.08
210,-4.53,3.98,-6.82
220,-4.38,3.78,-6.54
230,-4.19,3.54,-6.29
240,-4.01,3.25,-6.09
250,-3.78,2.94,-5.88
260,-3.51,2.64,-5.73
270,-3.17,2.34,-5.63
280,-2.85,2.04,-5.56
290,-2.53,1.78,-5.6
300,-2.18,1.53,-5.56
310,-1.84,1.31,-5.57
320,-1.5,1.12,-5.54
330,-1.21,0.83,-5.57
340,-0.87,0.55,-5.6
350,-0.63,0.28,-5.8
360,-0.34,-0.01,-6.02
370,-0.01,-0.22,-6.45
380,0.29,-0.5,-6.98
390,0.64,-0.82,-7.7
400,1.04,-1.04,-8.51
410,1.37,-1.19,-9.27
420,1.65,-1.33,-9.9
430,1.89,-1.43,-10.36
440,2.12,-1.47,-10.75
450,2.23,-1.46,-11.15
460,2.16,-1.38,-11.58
470,2.06,-1.26,-11.87
480,1.76,-1.22,-12.05
490,1.32,-1.42,-12.18
500,0.93,-1.53,-12.51
510,0.65,-1.51,-12.98
520,0.58,-1.35,-13.54
530,0.6,-1.2,-14.12
540,0.57,-1.21,-14.65
550,0.54,-1.19,-15.02
560,0.44,-1.21,-15.22
570,0.23,-1.21,-15.3
580,-0.08,-1.12,-15.32
590,-0.41,-1.0,-15.29
600,-0.86,-1.03,-15.33
610,-1.26,-1.06,-15.5
620,-1.61,-1.1,-15.74
630,-1.88,-1.14,-15.92
640,-2.05,-1.04,-16.15
650,-2.27,-0.84,-16.44
660,-2.54,-0.51,-16.82
670,-2.86,-0.24,-17.14
680,-3.15,-0.04,-17.39
690,-3.49,0.01,-17.41
700,-3.85,-0.08,-17.24
710,-4.12,0.02,-16.95
720,-4.42,0.32,-16.61
730,-4.88,0.64,-16.28
740,-5.42,0.96,-15.97
750,-6.04,1.2,-15.72
760,-6.67,1.46,-15.35
770,-7.19,1.62,-14.95
780,-7.58,1.67,-14.43
790,-7.81,1.72,-13.94
800,-7.91,1.88,-13.41
810,-8.01,2.01,-12.9
820,-8.15,1.97,-12.41
830,-8.2,1.83,-12.02
840,-8.13,1.76,-11.68
850,-8.05,1.68,-11.4
860,-7.88,1.71,-11.04
870,-7.81,1.74,-10.7
880,-7.72,1.73,-10.37
890,-7.56,1.68,-10.05
900,-7.33,1.53,-9.75
910,-7.04,1.4,-9.4
920,-6.67,1.28,-9.02
930,-6.3,1.19,-8.73
940,-5.96,1.09,-8.43
950,-5.58,1.04,-8.14
960,-5.17,0.97,-7.88
970,-4.77,0.86,-7.72
980,-4.25,0.93,-7.57
990,-3.77,0.9,-7.48
1000,-3.33,0.86,-7.37
