timestamp,x,y,z
0,2.52,2.18,-9.84
10,2.48,2.2,-9.98
20,2.42,2.27,-10.09
30,2.48,2.24,-10.06
40,2.68,2.27,-10.05
50,2.82,2.29,-10.13
60,2.86,2.32,-10.13
70,2.75,2.36,-10.17
80,2.59,2.39,-10.2
90,2.48,2.39,-10.19
100,2.46,2.41,-10.18
110,2.5,2.43,-10.12
120,2.62,2.43,-10.02
130,2.69,2.5,-9.89
140,2.75,2.56,-9.84
150,2.85,2.69,-9.9
160,2.97,2.77,-9.99
170,3.27,2.79,-10.16
180,3.45,2.81,-10.21
190,3.51,2.86,-10.29
200,3.58,2.91,-10.41
210,3.83,3.09,-10.62
220,3.95,3.16,-10.78
230,3.6,3.24,-11.02
240,3.06,3.24,-11.57
250,2.37,3.27,-12.52
260,0.76,3.33,-14.05
270,-1.85,3.18,-15.54
280,-4.13,2.86,-16.42
290,-6.6,2.33,-16.35
300,-9.08,1.82,-15.78
310,-10.28,1.26,-15.08
320,-11.76,0.91,-13.59
330,-12.76,0.45,-12.33
340,-13.8,-0.14,-10.89
350,-14.77,-0.65,-9.39
360,-13.04,-1.25,-8.58
370,-10.5,-1.54,-7.22
380,-8.17,-2.22,-6.03
390,-6.2,-2.88,-4.24
400,-4.37,-3.48,-2.28
410,-2.29,-4.04,-0.45
420,0.63,-4.52,1.06
430,3.75,-4.87,2.72
440,5.96,-5.14,4.24
450,7.46,-5.5,5.53
460,8.5,-5.77,5.95
470,9.5,-5.66,4.43
480,9.93,-5.26,1.69
490,10.1,-4.83,-0.98
500,10.1,-4.56,-2.51
510,10.09,-4.6,-2.94
520,9.86,-5.46,-1.98
530,10.22,-6.0,-2.06
540,9.43,-5.92,-4.65
550,8.5,-5.95,-7.58
560,8.29,-5.93,-9.57
570,7.81,-6.09,-10.29
580,7.72,-6.51,-10.44
590,7.74,-7.16,-10.61
600,7.91,-7.99,-10.93
610,8.4,-9.0,-11.59
620,9.31,-9.72,-12.9
630,10.33,-10.01,-15.21
640,11.26,-10.24,-18.47
650,10.68,-10.47,-22.06
660,11.3,-10.1,-26.6
670,8.88,-10.46,-29.04
680,6.62,-9.91,-30.44
690,3.23,-9.84,-29.61
700,3.26,-9.8,-29.36
710,5.39,-8.92,-30.9
720,5.73,-8.4,-32.36
730,4.53,-8.72,-32.78
740,2.21,-9.29,-30.77
750,0.21,-9.99,-27.48
760,-0.29,-10.29,-24.85
770,-1.23,-10.67,-22.41
780,-2.3,-10.86,-21.01
790,-3.82,-11.22,-19.98
800,-5.27,-10.97,-20.06
810,-6.46,-10.58,-19.98
820,-6.29,-10.09,-19.66
830,-5.6,-9.79,-18.5
840,-4.44,-10.06,-16.87
850,-5.03,-10.18,-15.13
860,-5.71,-9.91,-14.1
870,-4.53,-9.74,-13.26
880,-4.18,-9.43,-12.58
890,-4.48,-8.82,-12.81
900,-5.21,-8.31,-12.42
910,-5.25,-7.88,-11.5
920,-6.1,-7.5,-10.38
930,-7.92,-6.95,-9.89
940,-9.41,-6.14,-10.29
950,-10.07,-5.26,-10.27
960,-10.12,-4.58,-9.71
970,-8.06,-4.3,-8.41
980,-5.91,-3.74,-6.95
990,-3.67,-3.53,-5.7
1000,-2.46,-3.58,-4.07
